from.x,from.y,to.x,to.y
-79.8798464395105,40.450820127094005,-79.8801418556167,40.45179501538061
-79.87973471086741,40.456658703048,-79.8803443479463,40.4587325504174
-79.8810405334644,40.4493851475049,-79.8804771103905,40.4495075129266
-79.8812776369005,40.4592448542789,-79.8805883589829,40.459259449141896
-79.8805883589829,40.459259449141896,-79.8806599972353,40.4594789073413
-79.8800089223062,40.4541443428617,-79.880702562074,40.4546961609012
-79.8815492791931,40.454560764541,-79.880702562074,40.4546961609012
-79.8816891380657,40.4557446233851,-79.8807766639551,40.4559039718703
-79.8807766639551,40.4559039718703,-79.8808279928715,40.458893960849295
-79.8803443479463,40.4587325504174,-79.8808279928715,40.458893960849295
-79.88138501497859,40.45048595161629,-79.8808287691176,40.4505844164326
-79.8804771103905,40.4495075129266,-79.8808287691176,40.4505844164326
-79.8780001366439,40.4574646174919,-79.8808364172574,40.455491345201395
-79.8833638943704,40.455450987133496,-79.8808659790329,40.45504752648289
-79.880702562074,40.4546961609012,-79.8808659790329,40.45504752648289
-79.8816141822867,40.4493793686117,-79.8810405334644,40.4493851475049
-79.8817427678293,40.4515192805129,-79.8811434692923,40.4516715250159
-79.8812776369005,40.4592448542789,-79.88123537465071,40.4558599053213
-79.8817183083097,40.459226431759,-79.8812776369005,40.4592448542789
-79.8810405334644,40.4493851475049,-79.88138501497859,40.45048595161629
-79.8819339595175,40.450383928895796,-79.88138501497859,40.45048595161629
-79.8817183083097,40.459226431759,-79.8815391792833,40.4597432836181
-79.8844025494921,40.454182133497895,-79.8815492791931,40.454560764541
-79.8845521808509,40.4547361658644,-79.8815492791931,40.454560764541
-79.88237153486729,40.45586881123009,-79.8816891380657,40.4557446233851
-79.8830593799281,40.459319160290704,-79.8817183083097,40.459226431759
-79.8816891380657,40.4557446233851,-79.8817183083097,40.459226431759
-79.88138501497859,40.45048595161629,-79.8817427678293,40.4515192805129
-79.88231763514041,40.4514210246123,-79.8817427678293,40.4515192805129
-79.88240617777079,40.453312185207295,-79.8818906540767,40.4533919693022
-79.8808287691176,40.4505844164326,-79.8818906540767,40.4533919693022
-79.8816141822867,40.4493793686117,-79.8819339595175,40.450383928895796
-79.88301870520371,40.4495370876401,-79.8819339595175,40.450383928895796
-79.8825048734773,40.4502663107747,-79.8819339595175,40.450383928895796
-79.8825048734773,40.4502663107747,-79.88220464293009,40.4491899044384
-79.8819339595175,40.450383928895796,-79.88231763514041,40.4514210246123
-79.88318381422249,40.4563774114674,-79.88237153486729,40.45586881123009
-79.88237153486729,40.45586881123009,-79.8823861023308,40.4574238605422
-79.8830953146715,40.4531813994469,-79.88240617777079,40.453312185207295
-79.8817427678293,40.4515192805129,-79.88240617777079,40.453312185207295
-79.88231763514041,40.4514210246123,-79.8825215654328,40.451405334901295
-79.8834486229072,40.45121737403829,-79.8825215654328,40.451405334901295
-79.8833924164461,40.449038484038404,-79.88289936555341,40.4491507187595
-79.8830593799281,40.459319160290704,-79.88301703180241,40.46009708655
-79.88289936555341,40.4491507187595,-79.88301870520371,40.4495370876401
-79.8835871468147,40.459312509121204,-79.8830593799281,40.459319160290704
-79.8825215654328,40.451405334901295,-79.8830953146715,40.4531813994469
-79.88379754035479,40.453006861407204,-79.8830953146715,40.4531813994469
-79.88323876452209,40.456054881998,-79.88318381422249,40.4563774114674
-79.88301870520371,40.4495370876401,-79.88319737324859,40.450114954786
-79.88369185471721,40.450024139037,-79.88319737324859,40.450114954786
-79.88389587233941,40.456075445475705,-79.88323876452209,40.456054881998
-79.8833638943704,40.455450987133496,-79.88323876452209,40.456054881998
-79.8844520721814,40.4554062720558,-79.8833638943704,40.455450987133496
-79.8840290924967,40.4489177866372,-79.8833924164461,40.449038484038404
-79.88401932169,40.451101566818,-79.8834486229072,40.45121737403829
-79.88319737324859,40.450114954786,-79.8834486229072,40.45121737403829
-79.8835871468147,40.459312509121204,-79.883584711265,40.4602411810084
-79.8842414820229,40.4593154459524,-79.8835871468147,40.459312509121204
-79.88318381422249,40.4563774114674,-79.8835871468147,40.459312509121204
-79.8833924164461,40.449038484038404,-79.88369185471721,40.450024139037
-79.88428318694,40.4499130860173,-79.88369185471721,40.450024139037
-79.8834486229072,40.45121737403829,-79.88379754035479,40.453006861407204
-79.88369185471721,40.450024139037,-79.88401932169,40.451101566818
-79.8840290924967,40.4489177866372,-79.8840872450765,40.4491441565999
-79.8845756757251,40.4493028370774,-79.8840872450765,40.4491441565999
-79.8842414820229,40.4593154459524,-79.8841234087327,40.460378015461
-79.8840872450765,40.4491441565999,-79.88420907386991,40.4496296637209
-79.88588944824079,40.4501853643156,-79.88420907386991,40.4496296637209
-79.88389587233941,40.456075445475705,-79.8842414820229,40.4593154459524
-79.8847397060917,40.4593124239835,-79.8842414820229,40.4593154459524
-79.88420907386991,40.4496296637209,-79.88428318694,40.4499130860173
-79.8856723027247,40.4505781647251,-79.88434210694791,40.4501423009681
-79.88428318694,40.4499130860173,-79.88434210694791,40.4501423009681
-79.8850306913503,40.4540972546486,-79.8844025494921,40.454182133497895
-79.8849171618414,40.453704386247,-79.8844025494921,40.454182133497895
-79.8844520721814,40.4554062720558,-79.88442575392659,40.45617901119071
-79.8847317295878,40.4553410425058,-79.8844520721814,40.4554062720558
-79.88434210694791,40.4501423009681,-79.884491080577,40.450725893627
-79.8847776443079,40.451851579279,-79.8845112013823,40.452873388343896
-79.8844025494921,40.454182133497895,-79.8845521808509,40.4547361658644
-79.88573817036941,40.451310417388,-79.8845628722829,40.4510136169187
-79.884491080577,40.450725893627,-79.8845628722829,40.4510136169187
-79.8850298162261,40.4484910304529,-79.8845756757251,40.4493028370774
-79.8861005032836,40.4497989404987,-79.8845756757251,40.4493028370774
-79.8846851500317,40.4898948590979,-79.884590720623,40.487311033005795
-79.88465465319459,40.4873028506235,-79.884590720623,40.487311033005795
-79.8847505809277,40.487291452520296,-79.88465465319459,40.4873028506235
-79.8862857600105,40.490874165111606,-79.8846851500317,40.4898948590979
-79.8845521808509,40.4547361658644,-79.8847317295878,40.4553410425058
-79.8854137516068,40.45518368973449,-79.8847317295878,40.4553410425058
-79.88442575392659,40.45617901119071,-79.8847397060917,40.4593124239835
-79.8845628722829,40.4510136169187,-79.8847429387228,40.451720336890396
-79.8856045177276,40.451913873305394,-79.8847429387228,40.451720336890396
-79.88537800114041,40.487207664201605,-79.8847505809277,40.487291452520296
-79.8852194560636,40.45592984409139,-79.8847563925345,40.4566880841282
-79.88442575392659,40.45617901119071,-79.8847563925345,40.4566880841282
-79.8847397060917,40.4593124239835,-79.88477691377508,40.4605440064989
-79.8847429387228,40.451720336890396,-79.8847776443079,40.451851579279
-79.8850306913503,40.4540972546486,-79.8849171618414,40.453704386247
-79.8854684963177,40.453435925247604,-79.8849171618414,40.453704386247
-79.885251491478,40.4480997941188,-79.8850298162261,40.4484910304529
-79.8872819664438,40.449241496320894,-79.8850298162261,40.4484910304529
-79.88563976696341,40.4540159352693,-79.8850306913503,40.4540972546486
-79.8847776443079,40.451851579279,-79.8852130457111,40.4525481762072
-79.8856045177276,40.451913873305394,-79.8852130457111,40.4525481762072
-79.8877261836822,40.4565101529438,-79.8852194560636,40.45592984409139
-79.8858651746928,40.4555340182823,-79.8852194560636,40.45592984409139
-79.88546350481879,40.4476953482814,-79.885251491478,40.4480997941188
-79.8858094748053,40.452980516544706,-79.8853138895488,40.45288095700421
-79.8852130457111,40.4525481762072,-79.8853138895488,40.45288095700421
-79.88548133397529,40.4871984430151,-79.88537800114041,40.487207664201605
-79.8850306913503,40.4540972546486,-79.8854137516068,40.45518368973449
-79.8859436047278,40.4550736784156,-79.8854137516068,40.45518368973449
-79.8847563925345,40.4566880841282,-79.8854537529686,40.4581500365238
-79.88772698863829,40.4484551754111,-79.88546350481879,40.4476953482814
-79.88592961492121,40.446907490643504,-79.88546350481879,40.4476953482814
-79.8856398140013,40.453440139670796,-79.8854684963177,40.453435925247604
-79.8853138895488,40.45288095700421,-79.8854684963177,40.453435925247604
-79.8855771531717,40.4871850796838,-79.88548133397529,40.4871984430151
-79.8872280432083,40.457224175278505,-79.88548604900241,40.4568426999189
-79.8856740350151,40.487172486687,-79.8855771531717,40.4871850796838
-79.8860163213875,40.4520069136683,-79.8856045177276,40.451913873305394
-79.8854684963177,40.453435925247604,-79.88563976696341,40.4540159352693
-79.88680721872021,40.4542237668528,-79.88563976696341,40.4540159352693
-79.8869872674477,40.4537518515009,-79.8856398140013,40.453440139670796
-79.8854537529686,40.4581500365238,-79.88564047722551,40.458872552432496
-79.88588944824079,40.4501853643156,-79.8856723027247,40.4505781647251
-79.8863928037299,40.4508145446113,-79.8856723027247,40.4505781647251
-79.8862285233995,40.4870864579448,-79.8856740350151,40.487172486687
-79.8859862243082,40.4525178442377,-79.885725125212,40.4524592583798
-79.8860944901993,40.4513824307713,-79.88573817036941,40.451310417388
-79.88563976696341,40.4540159352693,-79.88578824679159,40.4545094576724
-79.8866211626117,40.4546904733734,-79.88578824679159,40.4545094576724
-79.88564047722551,40.458872552432496,-79.88579610288049,40.4608028735052
-79.8856398140013,40.453440139670796,-79.8858094748053,40.452980516544706
-79.8871693939368,40.4532889067596,-79.8858094748053,40.452980516544706
-79.8854537529686,40.4581500365238,-79.8858133435591,40.4585937881197
-79.886948480188,40.4582710286358,-79.8858133435591,40.4585937881197
-79.88548604900241,40.4568426999189,-79.8858429600609,40.457585106932996
-79.8854137516068,40.45518368973449,-79.8858651746928,40.4555340182823
-79.8878990003082,40.4560227529874,-79.8858651746928,40.4555340182823
-79.8861005032836,40.4497989404987,-79.88588944824079,40.4501853643156
-79.8881836703884,40.447659095871394,-79.88592961492121,40.446907490643504
-79.8864366936868,40.4551506289266,-79.8859436047278,40.4550736784156
-79.88578824679159,40.4545094576724,-79.8859436047278,40.4550736784156
-79.8858094748053,40.452980516544706,-79.8859862243082,40.4525178442377
-79.8873527808124,40.4528232790326,-79.8859862243082,40.4525178442377
-79.8860944901993,40.4513824307713,-79.8860163213875,40.4520069136683
-79.88617198125651,40.4520417058631,-79.8860163213875,40.4520069136683
-79.8863928037299,40.4508145446113,-79.8860944901993,40.4513824307713
-79.886832281114,40.450036910831706,-79.8861005032836,40.4497989404987
-79.8859862243082,40.4525178442377,-79.88617198125651,40.4520417058631
-79.8875368360855,40.4523504299701,-79.88617198125651,40.4520417058631
-79.8863529702633,40.4519967450215,-79.88617198125651,40.4520417058631
-79.8869928615475,40.4869521605995,-79.8862285233995,40.4870864579448
-79.8936847384272,40.4919058880579,-79.8862857600105,40.490874165111606
-79.887995196631,40.4584762277086,-79.88629370993179,40.458969330300604
-79.887574085392,40.4502792395734,-79.8863529702633,40.4519967450215
-79.8869168879281,40.451984260116795,-79.8863529702633,40.4519967450215
-79.886832281114,40.450036910831706,-79.8863928037299,40.4508145446113
-79.887533722828,40.4553996060401,-79.8864366936868,40.4551506289266
-79.8866211626117,40.4546904733734,-79.8864366936868,40.4551506289266
-79.8868583473016,40.459395619613296,-79.8864552753477,40.4600686915369
-79.88680721872021,40.4542237668528,-79.8866211626117,40.4546904733734
-79.8877114150595,40.454938458712,-79.8866211626117,40.4546904733734
-79.8869872674477,40.4537518515009,-79.88680721872021,40.4542237668528
-79.8870518399106,40.454279061567895,-79.88680721872021,40.4542237668528
-79.887075609823,40.4496057837069,-79.886832281114,40.450036910831706
-79.8873312685803,40.450199541223505,-79.886832281114,40.450036910831706
-79.8858133435591,40.4585937881197,-79.8868583473016,40.459395619613296
-79.88768312972421,40.4519762688761,-79.8869168879281,40.451984260116795
-79.8878324199051,40.4503642140434,-79.8869168879281,40.451984260116795
-79.8870200802955,40.4536684243476,-79.8869872674477,40.4537518515009
-79.8873558777613,40.45383602877961,-79.8869872674477,40.4537518515009
-79.888209144235,40.48671835510461,-79.8869928615475,40.4869521605995
-79.8871693939368,40.4532889067596,-79.8870200802955,40.4536684243476
-79.88789153701191,40.4544690287208,-79.8870518399106,40.454279061567895
-79.88758059509,40.4497616222802,-79.887075609823,40.4496057837069
-79.8872819664438,40.449241496320894,-79.887075609823,40.4496057837069
-79.8868583473016,40.459395619613296,-79.8871004460273,40.4593941653627
-79.8873527808124,40.4528232790326,-79.8871693939368,40.4532889067596
-79.8882446633442,40.4535326163,-79.8871693939368,40.4532889067596
-79.8879681707313,40.4570708808074,-79.8872280432083,40.457224175278505
-79.889072027651,40.4498376841379,-79.8872819664438,40.449241496320894
-79.88772698863829,40.4484551754111,-79.8872819664438,40.449241496320894
-79.887574085392,40.4502792395734,-79.8873312685803,40.450199541223505
-79.8884234633477,40.45306423935379,-79.8873527808124,40.4528232790326
-79.8875368360855,40.4523504299701,-79.8873527808124,40.4528232790326
-79.8880657602831,40.45399782019821,-79.8873558777613,40.45383602877961
-79.8880931037511,40.4555265494999,-79.887533722828,40.4553996060401
-79.8877114150595,40.454938458712,-79.887533722828,40.4553996060401
-79.88768312972421,40.4519762688761,-79.8875368360855,40.4523504299701
-79.888622962641,40.452596937522,-79.8875368360855,40.4523504299701
-79.8854537529686,40.4581500365238,-79.88754121356729,40.457578254587396
-79.8878324199051,40.4503642140434,-79.887574085392,40.4502792395734
-79.88907233295392,40.4503607509528,-79.88758059509,40.4497616222802
-79.8886225423748,40.4733570980854,-79.8875857585015,40.4734666108224
-79.8871004460273,40.4593941653627,-79.88764005953091,40.4597788106683
-79.88839081295,40.473008089355204,-79.8876686912098,40.473075380381204
-79.8870726770506,40.47593135500461,-79.88767480692191,40.475028354143
-79.8883209135178,40.4519695339406,-79.88768312972421,40.4519762688761
-79.8884542296677,40.4510303221416,-79.88768312972421,40.4519762688761
-79.88789153701191,40.4544690287208,-79.8877114150595,40.454938458712
-79.8896014529874,40.4570842499252,-79.8877261836822,40.4565101529438
-79.8878990003082,40.4560227529874,-79.8877261836822,40.4565101529438
-79.8883361732113,40.4486527582406,-79.88772698863829,40.4484551754111
-79.8881836703884,40.447659095871394,-79.88772698863829,40.4484551754111
-79.8885659339175,40.4726067436224,-79.887751114049,40.4726775857861
-79.88849163097821,40.4611519141926,-79.88781586255129,40.460742763527996
-79.8886229084959,40.472263410332296,-79.88782740155271,40.47232431266411
-79.8900405544636,40.45125340253721,-79.8878324199051,40.4503642140434
-79.888458151587,40.4545976391085,-79.88789153701191,40.4544690287208
-79.8880657602831,40.45399782019821,-79.88789153701191,40.4544690287208
-79.8880931037511,40.4555265494999,-79.8878990003082,40.4560227529874
-79.88862792069429,40.4718829404748,-79.88790324394759,40.47196647588871
-79.8877261836822,40.4565101529438,-79.8879681707313,40.4570708808074
-79.8888374867573,40.4572791819502,-79.8879681707313,40.4570708808074
-79.88862792069429,40.4718829404748,-79.8879854039846,40.4715748764746
-79.8871004460273,40.4593941653627,-79.8879911490546,40.459502359344896
-79.8882446633442,40.4535326163,-79.8880657602831,40.45399782019821
-79.888458151587,40.4545976391085,-79.8880931037511,40.4555265494999
-79.88867093219301,40.455654265113296,-79.8880931037511,40.4555265494999
-79.8890313854129,40.4723891961643,-79.8881624644205,40.4708829371257
-79.8879911490546,40.459502359344896,-79.8881731860553,40.4602837016896
-79.888425926761,40.48668575917071,-79.888209144235,40.48671835510461
-79.8884234633477,40.45306423935379,-79.8882446633442,40.4535326163
