"from.x","from.y","to.x","to.y","speed"
-79.9950846969213,40.4340592584893,-79.975451887022,40.4358814204196,53.5534686346863
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,48.966701754386
-80.0089667632282,40.4420244081969,-80.0083407450601,40.4392119873579,39.292447257384
-80.0313990066487,40.4621392443405,-80.0295331809106,40.4566353374556,50.6179841897233
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,50.0846511627907
-80.0068155470256,40.4486238853136,-80.0040286394832,40.4491018032409,27.3638
-80.0072608299231,40.4712739676124,-80.0028681272323,40.4732005010262,65.448418079096
-80.0101871745366,40.4919643749712,-79.9991860138232,40.4592068976146,65.4318320610687
-80.0265358940255,40.4306586606179,-80.0255747887141,40.4304749793851,44.0072033898305
-79.9936706920704,40.3839552184347,-79.9950761982209,40.3846962459415,30.602984496124
-79.9447232745249,40.4113125014538,-79.9440772046756,40.4099891732268,32.0328358208955
-79.9947814578496,40.4356781864908,-79.9927549742099,40.4349170260538,23.4069230769231
-80.0298159393815,40.418262579036,-80.0299444733957,40.4158994069639,36.3406010928962
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,24.1635
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,34.6798675496689
-79.932898353441,40.3928428089954,-79.9324234258616,40.3929127097395,39.2301657458564
-79.9885734086844,40.4287024904679,-79.9875177884176,40.4287261132372,24.1225714285714
-79.9040674261812,40.458007251718,-79.9014791839787,40.457554433013,37.3161111111111
-80.0286385077037,40.4299818770868,-80.0313992431517,40.4254968575055,41.3527459016393
-80.0355743026819,40.4677509976448,-80.0377090779032,40.4717698844338,41.6472727272727
-80.0402300453513,40.4752602082892,-80.0430767604775,40.4788616713903,37.7231300813008
-80.0099467728547,40.4133356123781,-80.0072597244795,40.4123165109466,21.9432075471698
-79.9938644319296,40.4438255489674,-79.9793887794441,40.4516364037542,22.3834730538922
-79.9706857360367,40.4592223983745,-79.9692683472242,40.4601879300044,26.3386896551724
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,13.5520526315789
-79.9972665783316,40.4386899150787,-79.9960558139842,40.4382276046981,12.6306862745098
-79.9130828733393,40.4380276555525,-79.9114746951869,40.4380127850891,33.7504444444444
-80.0070118065913,40.440296741003,-80.0050212863367,40.4395985870424,14.3569421487603
-79.9561527456392,40.4108678910846,-79.9555233801388,40.4110243253521,12.9623076923077
-80.0048978138933,40.4503119386,-80.0029523507111,40.4507018675502,21.08
-79.9926875889815,40.4531861602506,-79.9913944813615,40.4541873168418,14.6597368421053
-79.9207120976228,40.4528937793734,-79.9196924176311,40.4530269621727,17.8130487804878
-79.9078463338854,40.484269090485,-79.884275265365,40.4814453500513,24.4193269230769
-79.9377041981304,40.4882355937109,-79.9371556186231,40.48842923155,21.1016
-79.97942123021,40.4645937635711,-79.9746014247983,40.4624650538394,9.55538461538462
-79.9573391450432,40.4586336883718,-79.9568349743246,40.4584803708789,30.6568316831683
-79.9541690711869,40.4622434599612,-79.9528271869621,40.4636423840418,21.9649230769231
-80.0083407450601,40.4392119873579,-80.0008965479285,40.4364275526204,21.1672847682119
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,48.3558518518519
-79.975451887022,40.4358814204196,-79.9669779554227,40.435816601867,52.0628947368421
-79.897445970603,40.4259951014493,-79.8965606534151,40.4260391502265,54.102688172043
-80.0305372118504,40.4227552574639,-80.0350106772891,40.4200229177011,41.3881818181818
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,40.9390592334495
-80.0101932577667,40.4394384197127,-80.0009760641647,40.4363019000935,33.279022556391
-79.9986763560681,40.4585825305189,-79.9984155976068,40.4588420025036,56.3679310344828
-80.0033718183344,40.4705065062809,-80.0054039972957,40.4741087238741,56.7790681003584
-80.0094893220899,40.4915855241028,-80.008887253372,40.4869745617861,58.6377911646586
-80.0313990066487,40.4621392443405,-80.0295331809106,40.4566353374556,50.84812
-79.9910359219339,40.4441669287632,-79.9927098301159,40.4414098558353,52.4917283950617
-80.0101871745366,40.4919643749712,-79.9991860138232,40.4592068976146,60.5428947368421
-79.9944787458684,40.4361386820739,-79.9937329087073,40.4388939853645,37.5997902097902
-80.0297918986936,40.4451540593758,-80.0246823277918,40.4427737351423,21.3873737373737
-80.0113863018024,40.4150351259468,-80.0099750997733,40.4141620792672,23.4806862745098
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,39.7993560606061
-80.0095969522231,40.4141981108114,-79.9992681610306,40.4291466738305,26.675597826087
-79.9564077994022,40.4351240791047,-79.9559382017702,40.4349670067122,17.825
-79.9725284218537,40.4370888827526,-79.9669779554227,40.435816601867,38.069014084507
-79.9940991622838,40.4358731539459,-79.9934234338469,40.4356650788675,41.4431764705882
-79.9578169472402,40.4300216919363,-79.9537801038007,40.4259127094974,37.6967073170732
-79.9947814578496,40.4356781864908,-79.9927549742099,40.4349170260538,39.9764851485149
-79.908622020827,40.4702810699454,-79.9083629382984,40.4732893989324,36.8280625
-79.9736072798972,40.4283624304508,-79.9730368160275,40.4283201203986,16.8245360824742
-80.0169876050877,40.4396997937825,-80.0122166400866,40.4383687712438,27.8784656084656
-80.0297918986936,40.4451540593758,-80.0246823277918,40.4427737351423,31.9141624365482
-79.9925236069677,40.441227007875,-79.9896241758045,40.4449731821684,42.3099206349206
-79.9605315513641,40.4579282650159,-79.9561503883639,40.4600688621436,30.5963057324841
-79.953333955181,40.4539936016825,-79.9526179446311,40.4540134268256,25.1622900763359
-80.0286385077037,40.4299818770868,-80.0313992431517,40.4254968575055,37.1094650205761
-79.9938644319296,40.4438255489674,-79.9793887794441,40.4516364037542,15.2748051948052
-79.9540109979473,40.4633777635809,-79.9528271869621,40.4636423840418,24.7630555555556
-79.9410601796627,40.4573870349761,-79.9396398601339,40.4566268392728,18.5470454545455
-79.9989958336719,40.4361359760979,-79.9987223241902,40.4365554131272,9.21585526315789
-79.9983628267293,40.4370636187516,-79.9951103950099,40.4359318661507,14.4948872180451
-79.9949588752294,40.4421572580961,-79.9938644319296,40.4438255489674,13.3243125
-79.9734063093925,40.4338525078765,-79.9725284218537,40.4370888827526,34.5392700729927
-79.9885734086844,40.4287024904679,-79.9875177884176,40.4287261132372,10.4889873417722
-79.9983628267293,40.4370636187516,-79.9951103950099,40.4359318661507,13.2805487804878
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,9.22662162162162
-80.0430767604775,40.4788616713903,-80.0483759571475,40.4771248893655,32.9690948275862
-79.9926875889815,40.4531861602506,-79.9913944813615,40.4541873168418,19.9970833333333
-80.0086820224255,40.4419328381355,-80.0062755351174,40.4434133763627,20.025
-79.9982712475594,40.4455680725947,-79.9976321603095,40.4445121472975,14.1756140350877
-79.9207120976228,40.4528937793734,-79.9196924176311,40.4530269621727,23.0643157894737
-79.9622902158894,40.4687069929587,-79.9617324544809,40.4691443005922,16.54256
-79.9622902158894,40.4687069929587,-79.9617324544809,40.4691443005922,19.0189908256881
-80.0041140549738,40.4422129563758,-80.0030963247696,40.4424896293097,10.0426262626263
-80.0046754462284,40.4434580775322,-80.0036701762343,40.4437230789619,10.9103571428571
-80.0273293518876,40.4301995589353,-80.0242829714115,40.4291029347163,34.1990066225166
-80.0286385077037,40.4299818770868,-80.0313992431517,40.4254968575055,42.6708154506438
-80.0073741412109,40.439176632758,-80.0057457110848,40.4385485295316,43.6452287581699
-79.8953810601923,40.425905749978,-79.8920015498497,40.4278762786416,51.2518421052632
-79.8954867327822,40.4260918458055,-79.8912583999688,40.4272022288893,38.8643113772455
-79.8954867327822,40.4260918458055,-79.8912583999688,40.4272022288893,46.0443884892086
-79.9269333026423,40.4269047618018,-79.927907282891,40.427622886212,23.3903067484663
-79.9288416746472,40.4282945683593,-79.9309885907971,40.4284244896935,24.5852205882353
