from.x,from.y,to.x,to.y,speed,time,is.weekday
-79.9578169472402,40.4300216919363,-79.95378010380071,40.425912709497396,33.3404736842105,8,1
-79.99252360696771,40.441227007875,-79.9896241758045,40.4449731821684,41.757047619047604,8,1
-79.93963986013391,40.45662683927279,-79.9385359043376,40.4569330561053,20.396737588652503,8,1
-80.0273293518876,40.4301995589353,-80.02428297141151,40.4291029347163,31.3728158844765,8,1
-80.0041812112315,40.3781696461072,-80.0037535671907,40.3778788131584,27.3176262626263,8,1
-79.9410601796627,40.4573870349761,-79.93963986013391,40.45662683927279,18.0444970414201,8,1
-80.0021496442316,40.4427416558446,-80.001204476475,40.442985405559995,6.99820224719101,8,1
-79.96721381505341,40.462673567171706,-79.9650672892723,40.463991195561206,17.4493421052632,8,1
-79.9949588752294,40.4421572580961,-79.9938644319296,40.443825548967396,11.7262857142857,8,1
-79.99726657833159,40.438689915078704,-79.9960558139842,40.4382276046981,4.39538461538462,8,1
-79.95697063466051,40.4415641163604,-79.95621532132179,40.440955058456105,15.327966101694901,8,1
-79.919359125803,40.438040598446605,-79.9177262284597,40.438039407218206,17.4721153846154,8,1
-79.9885734086844,40.4287024904679,-79.98751778841759,40.428726113237204,10.6885454545455,8,1
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,9.598035714285711,8,1
-79.9207120976228,40.4528937793734,-79.9196924176311,40.45302696217271,23.649052631578897,8,1
-80.0430767604775,40.4788616713903,-80.0483759571475,40.4771248893655,29.070546218487397,8,1
-79.986890305975,40.448220955993705,-79.9853935919249,40.4491515919171,12.766666666666698,8,1
-79.9944194541772,40.4463348640889,-79.9923098235013,40.447634718904794,25.144970414201197,8,1
-80.0027081358173,40.4439950799799,-80.00178884784481,40.4442743702389,15.7628965517241,8,1
-79.9982712475594,40.4455680725947,-79.9976321603095,40.4445121472975,15.102928571428599,8,1
-80.00675151730829,40.4408418211718,-80.00573670683309,40.441137683120395,9.18712643678161,8,1
-79.9205127602105,40.4438511543988,-79.9198112496364,40.443969355347704,17.896516853932603,8,1
-79.92083032329471,40.4598057873675,-79.9220714798566,40.459193493299395,18.2429411764706,8,1
-79.97127496965909,40.459856965137895,-79.96994902926309,40.4607719970544,7.74892307692308,8,1
-79.96229021588941,40.4687069929587,-79.96173245448091,40.469144300592205,16.038347107438,8,1
-80.0187553958422,40.4510827240505,-80.01889718917771,40.451517912157996,18.31765625,8,1
-80.0041140549738,40.4422129563758,-80.00309632476959,40.442489629309705,9.841573033707869,8,1
-80.0273293518876,40.4301995589353,-80.02428297141151,40.4291029347163,31.8519834710744,8,1
-80.02637692296021,40.4310828697937,-80.0282000949053,40.43099200918579,21.447786259542,8,1
-80.03085760053109,40.4270385735553,-80.0305372118504,40.4227552574639,30.977486338797803,8,1
-80.0301981535007,40.4274028797985,-80.02933133195592,40.4288350771519,28.842780748663102,8,1
-80.0083407450601,40.4392119873579,-80.00089654792849,40.436427552620394,41.8200909090909,8,1
-79.9631114964208,40.4371088182257,-79.96198692162051,40.437920355109796,15.1153658536585,8,1
-79.8954867327822,40.4260918458055,-79.89125839996879,40.4272022288893,33.2815079365079,8,1
-79.9321239011022,40.4294067440185,-79.9399628672101,40.4290539909475,45.904702970297,8,1
-79.92648000612171,40.4281225755988,-79.929185267285,40.4287156742664,33.1613223140496,8,1
-79.9279089232774,40.427621627413295,-79.9271052926905,40.427972201603104,29.857803030303,8,1
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,41.2063003663004,14,1
-79.975451887022,40.435881420419605,-79.9669779554227,40.435816601866996,53.789054545454505,14,1
-79.9265064045837,40.4279535385354,-79.91155307188941,40.4257660639259,39.6684912280702,14,1
-79.9986763560681,40.458582530518896,-79.9984155976068,40.4588420025036,56.769137254902,14,1
-80.00597596589371,40.4823586583765,-80.0079411571393,40.483147514691794,58.7709756097561,14,1
-80.0094893220899,40.491585524102796,-80.008887253372,40.486974561786106,57.882049180327904,14,1
-80.0248714366943,40.4489409190514,-80.0188427507767,40.4487508570802,49.98578740157479,14,1
-80.0313990066487,40.4621392443405,-80.02953318091059,40.4566353374556,50.1991935483871,14,1
-79.99351200939671,40.439324919600296,-79.9915320209725,40.4404391281538,44.4813829787234,14,1
-79.99103592193391,40.4441669287632,-79.99270983011591,40.441409855835296,55.0887234042553,14,1
-79.9978397129922,40.4539265375579,-79.9967945383682,40.45407894070271,49.425555555555604,14,1
-80.0117499035409,40.4941427185599,-80.0101871745366,40.491964374971204,42.168427947598296,14,1
-79.994033231545,40.3797725121875,-79.9928810581136,40.3786370809244,26.947461139896397,14,1
-80.0241686810616,40.4288845379861,-80.0241010031242,40.4300070431932,41.746875,14,1
-79.9929472209117,40.4552404355382,-79.9923099456391,40.4554095797534,31.405255474452602,14,1
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,30.779569892473102,14,1
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,28.8295192307692,14,1
-80.00959695222309,40.4141981108114,-79.9992681610306,40.4291466738305,23.2294871794872,14,1
-79.9564077994022,40.4351240791047,-79.9559382017702,40.434967006712206,17.3395757575758,14,1
-79.9359242542782,40.399866277981,-79.9348708627099,40.3931345795683,35.6969411764706,14,1
-79.89570506270391,40.492236526731894,-79.8936847384272,40.4919058880579,53.6342352941176,14,1
-80.05384799075429,40.437939595824794,-80.0525150498272,40.4364757234696,25.491923076923104,14,1
-79.97316485888929,40.435818517497395,-79.9652637939903,40.4340356295261,31.9583333333333,14,1
-80.0296597864083,40.422525108331,-80.029637549836,40.42238128122221,37.7060169491525,14,1
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,31.442113402061896,14,1
-79.9605315513641,40.457928265015894,-79.95615038836391,40.4600688621436,26.622349397590398,14,1
-79.953333955181,40.4539936016825,-79.95261794463109,40.4540134268256,20.698378378378397,14,1
-79.99595250895909,40.3822310530178,-79.99973072358871,40.3807447223128,17.3361904761905,14,1
-79.9706857360367,40.4592223983745,-79.9692683472242,40.460187930004395,24.5587362637363,14,1
-80.0051495034853,40.4415661762868,-80.0041140549738,40.4422129563758,8.81473684210526,14,1
-79.92858268614481,40.462697200811,-79.92782240363181,40.462511041677296,15.1767832167832,14,1
-80.0039818989551,40.4411618846041,-80.00347020228209,40.4409731298199,9.34328947368421,14,1
-79.99726657833159,40.438689915078704,-79.9960558139842,40.4382276046981,11.3924778761062,14,1
-79.93308806640229,40.437703101748205,-79.93073491560351,40.4378353150661,18.5569662921348,14,1
-79.919359125803,40.438040598446605,-79.9177262284597,40.438039407218206,16.8508888888889,14,1
-79.8994848006696,40.439556911444996,-79.8976423114958,40.439661358618295,15.5729032258065,14,1
-79.9886430349599,40.4300293772109,-79.98753574816901,40.430053228735204,24.710285714285696,14,1
-79.98981893040221,40.434480575181205,-79.97316485888929,40.435818517497395,12.782333333333302,14,1
-79.99836282672929,40.4370636187516,-79.9951103950099,40.4359318661507,13.7794,14,1
-79.92714666712759,40.4196076395184,-79.92591556136959,40.4173890459494,24.309545454545496,14,1
-79.9786844801315,40.3969661650849,-79.9781091313297,40.39696978446929,36.9344,14,1
-80.0038716728955,40.447059715921704,-80.002760387476,40.4441122731106,11.3135087719298,14,1
-80.0045265038133,40.449136820950706,-80.0025581772866,40.44948694498579,14.331208791208802,14,1
-80.0048978138933,40.4503119386,-80.0029523507111,40.4507018675502,20.77,14,1
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,13.0845,14,1
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,17.8259036144578,14,1
-79.919359125803,40.438040598446605,-79.9177262284597,40.438039407218206,16.8400961538462,14,1
-79.97127496965909,40.459856965137895,-79.96994902926309,40.4607719970544,25.9247058823529,14,1
-80.026833922084,40.4498853939126,-80.0188427507767,40.4487508570802,16.6142957746479,14,1
-80.014018286902,40.45240509038229,-80.01487357830929,40.45225329283021,13.3738095238095,14,1
-79.9202701024264,40.4120259479582,-79.91973860358709,40.4116284054559,41.3044285714286,14,1
-80.0101932577667,40.4394384197127,-80.0096082484446,40.4397568003251,33.019649122807,14,1
-79.9585031032464,40.4315923489134,-79.9561660988133,40.4288591298682,48.918074074074106,14,1
-79.897445970603,40.425995101449296,-79.8965606534151,40.4260391502265,51.2419217081851,14,1
-80.009642218588,40.445800278728704,-80.0068155470256,40.4486238853136,36.95624,14,1
-80.00597596589371,40.4823586583765,-80.0079411571393,40.483147514691794,57.4781640625,14,1
-79.99103592193391,40.4441669287632,-79.99270983011591,40.441409855835296,48.9040350877193,14,1
-80.009642218588,40.445800278728704,-80.0068155470256,40.4486238853136,23.963636363636397,14,1
-80.00098066673009,40.449674024223796,-79.9977090760507,40.4507438912946,53.3667741935484,14,1
-80.0096847882152,40.4139636773791,-80.00693346854791,40.411972855867,35.10858823529411,14,1
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,36.2845267489712,14,1
-79.9929472209117,40.4552404355382,-79.9923099456391,40.4554095797534,23.308405172413803,14,1
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,23.913179487179498,14,1
-79.9371556186231,40.48842923155,-79.93648996342749,40.488654620330294,31.999941176470603,14,1
-80.0096847882152,40.4139636773791,-80.00693346854791,40.411972855867,15.6893670886076,14,1
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,15.0196052631579,14,1
-79.9564077994022,40.4351240791047,-79.9559382017702,40.434967006712206,14.722483660130699,14,1
-79.9359242542782,40.399866277981,-79.9348708627099,40.3931345795683,35.80576923076921,14,1
-79.9564082166558,40.417468729048096,-79.9555233801388,40.4110243253521,39.2117874396135,14,1
-79.9345972725653,40.4581190230101,-79.9338189014452,40.458351424128296,19.110901639344302,14,1
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,21.068483146067397,14,1
-79.9040674261812,40.458007251718,-79.9014791839787,40.457554433013,16.528076923076902,14,1
-80.0269655597472,40.4442952243475,-80.0273099026248,40.4438756088457,14.0785987261147,14,1
-80.00675151730829,40.4408418211718,-80.00573670683309,40.441137683120395,17.5195,14,1
-79.9938644319296,40.443825548967396,-79.9793887794441,40.4516364037542,14.7859210526316,14,1
-80.0021496442316,40.4427416558446,-80.001204476475,40.442985405559995,6.937659574468089,14,1
-79.919359125803,40.438040598446605,-79.9177262284597,40.438039407218206,17.5095327102804,14,1
-79.9130828733393,40.4380276555525,-79.91147469518691,40.4380127850891,18.5595575221239,14,1
-79.9885734086844,40.4287024904679,-79.98751778841759,40.428726113237204,10.6145,14,1
-79.9886430349599,40.4300293772109,-79.98753574816901,40.430053228735204,19.3190540540541,14,1
-79.92714666712759,40.4196076395184,-79.92591556136959,40.4173890459494,23.2222764227642,14,1
-80.0038716728955,40.447059715921704,-80.002760387476,40.4441122731106,23.682142857142896,14,1
-80.0036758059675,40.4529634141981,-80.0026157622243,40.453148489408,16.8735185185185,14,1
-80.0430767604775,40.4788616713903,-80.0483759571475,40.4771248893655,28.883319327731105,14,1
-79.9944194541772,40.4463348640889,-79.9923098235013,40.447634718904794,24.9484090909091,14,1
-79.92083032329471,40.4598057873675,-79.9220714798566,40.459193493299395,18.260136986301397,14,1
-79.96721381505341,40.462673567171706,-79.9650672892723,40.463991195561206,11.5596296296296,14,1
-79.9377041981304,40.4882355937109,-79.9371556186231,40.48842923155,31.7740740740741,14,1
-79.97127496965909,40.459856965137895,-79.96994902926309,40.4607719970544,7.795882352941179,14,1
-80.0046754462284,40.4434580775322,-80.0036701762343,40.443723078961895,9.59418181818182,14,1
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,32.0730463576159,14,1
-80.0083407450601,40.4392119873579,-80.00089654792849,40.436427552620394,35.6595544554455,14,1
-79.9321239011022,40.4294067440185,-79.9399628672101,40.4290539909475,21.70075,14,1
-79.9279089232774,40.427621627413295,-79.9271052926905,40.427972201603104,30.093309352518002,14,1
-79.9288416746472,40.4282945683593,-79.93098859079709,40.4284244896935,22.8498113207547,14,1
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,40.8075457875458,20,1
-79.9886983152917,40.4307478126265,-79.98981893040221,40.434480575181205,46.140071428571396,20,1
-79.975451887022,40.435881420419605,-79.9669779554227,40.435816601866996,51.962363636363605,20,1
-79.897445970603,40.425995101449296,-79.8965606534151,40.4260391502265,44.7986037735849,20,1
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,41.3667025089606,20,1
-80.0244036478342,40.4318052129682,-80.01374963150579,40.437476134165,33.8198828125,20,1
-80.01221664008659,40.438368771243795,-80.0101932577667,40.4394384197127,20.110763358778602,20,1
-80.009642218588,40.445800278728704,-80.0068155470256,40.4486238853136,38.1780566801619,20,1
-80.015877744718,40.4488935489873,-80.0134910270279,40.448395428958996,46.6077674418605,20,1
-80.002910222571,40.4493018151819,-79.99714868099392,40.4541025848934,41.8159375,20,1
-80.00098066673009,40.449674024223796,-79.9977090760507,40.4507438912946,57.0355696202532,20,1
-80.0265358940255,40.4306586606179,-80.0255747887141,40.430474979385096,43.82784810126579,20,1
-79.99367069207041,40.3839552184347,-79.9950761982209,40.3846962459415,27.4548163265306,20,1
-79.97252842185371,40.4370888827526,-79.9669779554227,40.435816601866996,43.62707224334601,20,1
-79.99409916228379,40.4358731539459,-79.9934234338469,40.4356650788675,29.619857142857104,20,1
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,14.125364583333301,20,1
-79.89570506270391,40.492236526731894,-79.8936847384272,40.4919058880579,52.7089411764706,20,1
-79.8862857600105,40.490874165111606,-79.8846026765158,40.4907768381229,53.3849315068493,20,1
-79.97316485888929,40.435818517497395,-79.9652637939903,40.4340356295261,31.8963157894737,20,1
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,31.521818181818198,20,1
-79.9564082166558,40.417468729048096,-79.9555233801388,40.4110243253521,29.0002645502645,20,1
-79.9885734086844,40.4287024904679,-79.98751778841759,40.428726113237204,23.4372192513369,20,1
-80.0169876050877,40.4396997937825,-80.01221664008659,40.438368771243795,32.169896373057,20,1
-80.0402300453513,40.47526020828921,-80.0430767604775,40.4788616713903,36.335,20,1
-80.00675151730829,40.4408418211718,-80.00573670683309,40.441137683120395,15.5210317460317,20,1
-79.986890305975,40.448220955993705,-79.9853935919249,40.4491515919171,25.963091787439605,20,1
-79.9540109979473,40.4633777635809,-79.9528271869621,40.4636423840418,18.2307975460123,20,1
-79.987504012933,40.4488165147956,-79.98607299465091,40.4497096758782,21.877006802721098,20,1
-79.96721381505341,40.462673567171706,-79.9650672892723,40.463991195561206,20.1566666666667,20,1
-80.0039818989551,40.4411618846041,-80.00347020228209,40.4409731298199,9.368987341772149,20,1
-79.9130828733393,40.4380276555525,-79.91147469518691,40.4380127850891,33.7221818181818,20,1
-79.97260595065529,40.43768324451921,-79.9734063093925,40.4338525078765,14.269393939393899,20,1
-79.9886430349599,40.4300293772109,-79.98753574816901,40.430053228735204,24.750559440559396,20,1
-79.92714666712759,40.4196076395184,-79.92591556136959,40.4173890459494,24.4671111111111,20,1
-79.9561527456392,40.4108678910846,-79.9555233801388,40.4110243253521,16.6689473684211,20,1
-80.02026106483271,40.498244316531704,-80.0190122841179,40.4975130362144,30.88025,20,1
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,13.068666666666699,20,1
-79.97260595065529,40.43768324451921,-79.97104237138059,40.4371794628171,21.3190909090909,20,1
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,17.6701734104046,20,1
-80.0073741412109,40.439176632758006,-80.0057457110848,40.4385485295316,15.496276595744698,20,1
-79.9387957756585,40.4438816427602,-79.9382423129348,40.44335565605321,18.2894117647059,20,1
-79.9377041981304,40.4882355937109,-79.9371556186231,40.48842923155,16.149166666666698,20,1
-79.9573391450432,40.4586336883718,-79.9568349743246,40.458480370878895,26.5218045112782,20,1
-80.026833922084,40.4498853939126,-80.0188427507767,40.4487508570802,16.2851700680272,20,1
-79.975451887022,40.435881420419605,-79.9669779554227,40.435816601866996,48.673256704980794,20,1
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,35.8047709923664,20,1
-80.0101932577667,40.4394384197127,-80.0009760641647,40.4363019000935,28.977967479674803,20,1
-80.00886053160521,40.443386560661004,-80.00627553511741,40.443413376362706,32.840775862069,20,1
-80.00402863948321,40.4491018032409,-79.99774393878,40.4500642937025,39.9838139534884,20,1
-79.99252360696771,40.441227007875,-79.9896241758045,40.4449731821684,46.9138604651163,20,1
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,47.4381659388646,20,1
-80.009642218588,40.445800278728704,-80.0068155470256,40.4486238853136,26.189166666666697,20,1
-80.002910222571,40.4493018151819,-79.99714868099392,40.4541025848934,47.2865957446809,20,1
-79.9991860138232,40.4592068976146,-79.9969617486047,40.452412042915704,57.1245569620253,20,1
-80.0101871745366,40.491964374971204,-79.9991860138232,40.4592068976146,61.2072727272727,20,1
-79.9944787458684,40.436138682073896,-79.9937329087073,40.4388939853645,36.6170967741935,20,1
-80.02979189869359,40.445154059375795,-80.0246823277918,40.442773735142296,20.2226804123711,20,1
-80.0259997145711,40.4481585188543,-80.0248714366943,40.4489409190514,24.791095890411,20,1
-79.97983393989199,40.4647756106821,-79.97942123021,40.4645937635711,36.457992831541205,20,1
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,21.483473053892197,20,1
-79.9956981025702,40.4342580217106,-79.9944787458684,40.436138682073896,36.229611650485396,20,1
-80.0296597864083,40.422525108331,-80.029637549836,40.42238128122221,38.1637696335079,20,1
-79.908622020827,40.4702810699454,-79.90836293829841,40.4732893989324,33.2224203821656,20,1
-79.9082751832002,40.4742161006875,-79.9078463338854,40.484269090485,28.94004784689,20,1
-79.9564082166558,40.417468729048096,-79.9555233801388,40.4110243253521,39.34622641509429,20,1
-80.02979189869359,40.445154059375795,-80.0246823277918,40.442773735142296,26.808410256410305,20,1
-79.9605315513641,40.457928265015894,-79.95615038836391,40.4600688621436,28.809820359281396,20,1
-80.0273293518876,40.4301995589353,-80.02428297141151,40.4291029347163,31.1826353790614,20,1
-80.0099467728547,40.4133356123781,-80.00725972447951,40.4123165109466,32.55375,20,1
-80.00675151730829,40.4408418211718,-80.00573670683309,40.441137683120395,17.714146341463398,20,1
-80.0021496442316,40.4427416558446,-80.001204476475,40.442985405559995,6.81948979591837,20,1
-79.96721381505341,40.462673567171706,-79.9650672892723,40.463991195561206,17.5116666666667,20,1
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,20.8373913043478,20,1
-79.9734580090101,40.4371489132861,-79.97252842185371,40.4370888827526,21.005934065934103,20,1
-79.919359125803,40.438040598446605,-79.9177262284597,40.438039407218206,17.4354385964912,20,1
-79.8994848006696,40.439556911444996,-79.8976423114958,40.439661358618295,31.35704,20,1
-79.97360727989721,40.4283624304508,-79.9730368160275,40.4283201203986,17.652692307692302,20,1
-79.9345395499204,40.4280926881383,-79.93240164814169,40.4288983220687,24.7907865168539,20,1
-79.98379804790059,40.387324688270205,-79.98330252538909,40.387054364528396,13.1507692307692,20,1
-80.02026106483271,40.498244316531704,-80.0190122841179,40.4975130362144,23.6251006711409,20,1
-80.0048978138933,40.4503119386,-80.0029523507111,40.4507018675502,7.8388888888888895,20,1
-79.9082947972864,40.4583306568065,-79.908039780233,40.458674182418605,19.849132947976898,20,1
-79.987504012933,40.4488165147956,-79.98607299465091,40.4497096758782,9.819365079365081,20,1
-80.0086820224255,40.4419328381355,-80.00627553511741,40.443413376362706,23.1022058823529,20,1
-79.96229021588941,40.4687069929587,-79.96173245448091,40.469144300592205,15.534765625,20,1
-80.0187553958422,40.4510827240505,-80.01889718917771,40.451517912157996,18.2801438848921,20,1
-80.0050212863367,40.4395985870424,-80.00363466445759,40.4390783472366,10.11578125,20,1
-79.9631114964208,40.4371088182257,-79.96198692162051,40.437920355109796,14.727061611374399,20,1
-79.8954867327822,40.4260918458055,-79.89125839996879,40.4272022288893,36.1193650793651,20,1
-79.8954867327822,40.4260918458055,-79.89125839996879,40.4272022288893,35.943716814159295,20,1
-79.9313115194314,40.428907586997205,-79.9265064045837,40.4279535385354,32.9543636363636,20,1
-79.9296204602831,40.4281248270879,-79.92998827402701,40.428210691114295,17.8569565217391,20,1
-79.9269333026423,40.426904761801794,-79.927907282891,40.427622886212,28.069528301886802,20,1
-80.008085935068,40.4403911695669,-80.00675151730829,40.4408418211718,34.524,20,1
-80.008085935068,40.4403911695669,-80.00675151730829,40.4408418211718,22.9704651162791,20,1
-79.9886983152917,40.4307478126265,-79.98981893040221,40.434480575181205,52.73632508833921,8,0
-80.0305372118504,40.4227552574639,-80.0350106772891,40.420022917701104,47.8634843205575,8,0
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,48.955298245614,8,0
-79.9986763560681,40.458582530518896,-79.9984155976068,40.4588420025036,58.7666909090909,8,0
-80.0078912959664,40.4484326874606,-80.0045265038133,40.449136820950706,47.615145631068,8,0
-80.0313990066487,40.4621392443405,-80.02953318091059,40.4566353374556,50.6331075697211,8,0
-79.9946287411732,40.4507727787591,-79.99132521321009,40.4477761815735,42.658888888888896,8,0
-80.0068155470256,40.4486238853136,-80.00402863948321,40.4491018032409,29.349024390243898,8,0
-80.00098066673009,40.449674024223796,-79.9977090760507,40.4507438912946,56.0365476190476,8,0
-79.9944787458684,40.436138682073896,-79.9937329087073,40.4388939853645,37.391341991342,8,0
-80.02979189869359,40.445154059375795,-80.0246823277918,40.442773735142296,26.117209302325602,8,0
-79.994033231545,40.3797725121875,-79.9928810581136,40.3786370809244,29.2067156862745,8,0
-79.99367069207041,40.3839552184347,-79.9950761982209,40.3846962459415,30.675098039215698,8,0
-79.9974483108745,40.3953454957625,-79.9972991530441,40.3944819507148,30.268611111111102,8,0
-79.9981940565017,40.3962777164987,-79.9979881575911,40.3960320577118,34.9545895522388,8,0
-79.97983393989199,40.4647756106821,-79.97942123021,40.4645937635711,44.37081850533811,8,0
-79.91624586197258,40.4869707978988,-79.91802507949001,40.4873608478726,28.622138364779897,8,0
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,18.4593121693122,8,0
-79.8862857600105,40.490874165111606,-79.8846026765158,40.4907768381229,59.7594736842105,8,0
-80.0763633877873,40.441805127697,-80.0805267944109,40.4405461276996,20.7159701492537,8,0
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,24.1830508474576,8,0
