"from.x","from.y","to.x","to.y","speed"
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,41.2063003663004
-79.975451887022,40.4358814204196,-79.9669779554227,40.435816601867,53.7890545454545
-79.9265064045837,40.4279535385354,-79.9115530718894,40.4257660639259,39.6684912280702
-79.9986763560681,40.4585825305189,-79.9984155976068,40.4588420025036,56.769137254902
-80.0059759658937,40.4823586583765,-80.0079411571393,40.4831475146918,58.7709756097561
-80.0094893220899,40.4915855241028,-80.008887253372,40.4869745617861,57.8820491803279
-80.0248714366943,40.4489409190514,-80.0188427507767,40.4487508570802,49.9857874015748
-80.0313990066487,40.4621392443405,-80.0295331809106,40.4566353374556,50.1991935483871
-79.9935120093967,40.4393249196003,-79.9915320209725,40.4404391281538,44.4813829787234
-79.9910359219339,40.4441669287632,-79.9927098301159,40.4414098558353,55.0887234042553
-79.9978397129922,40.4539265375579,-79.9967945383682,40.4540789407027,49.4255555555556
-80.0117499035409,40.4941427185599,-80.0101871745366,40.4919643749712,42.1684279475983
-79.994033231545,40.3797725121875,-79.9928810581136,40.3786370809244,26.9474611398964
-80.0241686810616,40.4288845379861,-80.0241010031242,40.4300070431932,41.746875
-79.9929472209117,40.4552404355382,-79.9923099456391,40.4554095797534,31.4052554744526
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,30.7795698924731
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,28.8295192307692
-80.0095969522231,40.4141981108114,-79.9992681610306,40.4291466738305,23.2294871794872
-79.9564077994022,40.4351240791047,-79.9559382017702,40.4349670067122,17.3395757575758
-79.9359242542782,40.399866277981,-79.9348708627099,40.3931345795683,35.6969411764706
-79.8957050627039,40.4922365267319,-79.8936847384272,40.4919058880579,53.6342352941176
-80.0538479907543,40.4379395958248,-80.0525150498272,40.4364757234696,25.4919230769231
-79.9731648588893,40.4358185174974,-79.9652637939903,40.4340356295261,31.9583333333333
-80.0296597864083,40.422525108331,-80.029637549836,40.4223812812222,37.7060169491525
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,31.4421134020619
-79.9605315513641,40.4579282650159,-79.9561503883639,40.4600688621436,26.6223493975904
-79.953333955181,40.4539936016825,-79.9526179446311,40.4540134268256,20.6983783783784
-79.9959525089591,40.3822310530178,-79.9997307235887,40.3807447223128,17.3361904761905
-79.9706857360367,40.4592223983745,-79.9692683472242,40.4601879300044,24.5587362637363
-80.0051495034853,40.4415661762868,-80.0041140549738,40.4422129563758,8.81473684210526
-79.9285826861448,40.462697200811,-79.9278224036318,40.4625110416773,15.1767832167832
-80.0039818989551,40.4411618846041,-80.0034702022821,40.4409731298199,9.34328947368421
-79.9972665783316,40.4386899150787,-79.9960558139842,40.4382276046981,11.3924778761062
-79.9330880664023,40.4377031017482,-79.9307349156035,40.4378353150661,18.5569662921348
-79.919359125803,40.4380405984466,-79.9177262284597,40.4380394072182,16.8508888888889
-79.8994848006696,40.439556911445,-79.8976423114958,40.4396613586183,15.5729032258065
-79.9886430349599,40.4300293772109,-79.987535748169,40.4300532287352,24.7102857142857
-79.9898189304022,40.4344805751812,-79.9731648588893,40.4358185174974,12.7823333333333
-79.9983628267293,40.4370636187516,-79.9951103950099,40.4359318661507,13.7794
-79.9271466671276,40.4196076395184,-79.9259155613696,40.4173890459494,24.3095454545455
