Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1076699904,1143600000,1262800000,1299099904,1331399936,1390700032,1453500032,1610499968,1715399936,1904000000,1984800000,2101299968,2569200128,3161499904,3645900032,4365300224,5480500224,6070600192,6902600192,7878700032,8607500288,8716999680,9050000384,9470000128,9721652292,7231963340,7084399821,7841603176,8410724409,7650125576,9406097461,10440842292,11399942820,12983235119,14656917900,15781579950,17788657194,19393672244,18317089473,19290566570,18702820735,20776536920,21917565500,23965280312,27211230374,30231130543,34113106486,39136441799,37733606156,41338007893,47654789735,50388454861,53796711129,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282049984,285380950.1,307047633,433954550.6,494791660.3,454439987.2,449880012.8,507079987.2,530439987.2,603200000,570357129.7,482000000,489333333.3,437631601.3,453488352,504651110.6,354591836.4,413799987.2,379779377.6,396582263.9,336708410.1,368281383.5,442273443.7,540874922.2,621626786.3,705406032.3,749138004.2,717530696.5,694754984,712667925.1,696281468.8,722460911.6,741929343,785918769.7,824880550.3,1458449058,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,3075733571,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.12653E+12,1.21723E+12,1.31024E+12,1.4314E+12,1.55383E+12,1.70457E+12,1.82806E+12,1.97854E+12,2.16991E+12,2.42122E+12,2.68953E+12,3.12132E+12,3.77904E+12,4.26344E+12,4.76217E+12,5.18801E+12,5.8703E+12,7.03833E+12,8.12726E+12,9.06771E+12,9.21818E+12,9.13416E+12,9.43551E+12,9.84825E+12,1.03516E+13,1.25337E+13,1.44727E+13,1.62906E+13,1.70782E+13,1.91031E+13,2.01491E+13,2.1576E+13,2.17633E+13,2.32723E+13,2.56718E+13,2.58649E+13,2.54977E+13,2.54134E+13,2.66328E+13,2.72419E+13,2.703E+13,2.81892E+13,3.16313E+13,3.52977E+13,3.74509E+13,3.97279E+13,4.36318E+13,4.66077E+13,4.33606E+13,4.57416E+13,4.96171E+13,4.98865E+13,5.04614E+13,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1530754831,1724850878,1975045353,2274710597,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.6263E+11,2.74013E+11,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396,3563448320,3048896181,3068462060,3419474979,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841723354,12275491273,13789720387,14587485644,15839344592,17710325578,18564264545,18550011298,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17976904736,19595341798,23735028114,21130880701,24723907860,26972791022,26396499052,27606882273,30794774282,32252747476,34763532430,37705840672,45701998681,55563815894,63099774089,67206732629,78909315201,91813297212,1.01503E+11,1.07417E+11,1.06831E+11,1.06949E+11,1.01271E+11,1.01229E+11,1.057E+11,1.21194E+11,1.33776E+11,1.32868E+11,1.27918E+11,1.3007E+11,1.33195E+11,1.22038E+11,1.24115E+11,1.10045E+11,1.25953E+11,1.32206E+11,1.38343E+11,1.42734E+11,1.4191E+11,1.5357E+11,1.45364E+11,1.57091E+11,1.78725E+11,2.05913E+11,2.3526E+11,2.80186E+11,3.34362E+11,4.01768E+11,4.00106E+11,4.41069E+11,4.91808E+11,5.2844E+11,5.77402E+11,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24782163174,18156461130,10279479681,10900520388,14578386962,22045576202,23341405840,23501676220,25106400616,23077661294,21517784659,23052044813,26524896398,34143409062,41003558916,44821408831,49855078905,59319390298,69595512099,62202619240,58873994412,61520901516,56155732957,57538524789,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476346281,2111405826,1806285587,2124933516,2695499730,2970865203,3242667331,3757500381,4088703120,3664503846,3507981946,3214632479,2826481072,3660483886,4154289832,4879738636,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8459326660,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,4684666743,5205833591,5542466667,6032045246,7074918567,8761333583,9603165775,10949295027,12689645219,14173861741,16573684442,19136396852,22163405825,22728019816,23145848310,21006550142,20366467191,20623320309,23756068292,26108718022,28570620031,29167601580,33056134799,34106585135,38009547806,39377951796,42363086241,45561413231,45930691794,46533207226,47951604854,48255011860,46385589534,52720966883,66389489264,83538373061,1.01926E+11,1.10322E+11,1.12533E+11,1.36102E+11,1.54234E+11,1.26632E+11,1.27503E+11,1.37452E+11,1.246E+11,1.29989E+11,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,5980840377,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227710999,32147953008,39328674730,48396143465,54298158340,55122620334,78013206038,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01455E+11,1.14426E+11,1.28168E+11,1.39116E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548017,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10245E+11,5.3958E+11,7.09191E+11,8.45932E+11,8.76719E+11,8.68346E+11,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2915710378,3437450712,4075664785,,,,,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,39920452405,42900864966,49271095514,57470781034,60599264104,46669801595,51014155355,54016411984,59472993623,63517181994,68532271313,72716595886,87014945188,1.01271E+11,1.002E+11,1.04518E+11,1.23618E+11,1.39709E+11,1.55674E+11,1.89594E+11,1.96883E+11,2.04234E+11,2.2209E+11,2.15878E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.01791E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93262E+11,2.84194E+11,3.33014E+11,3.666E+11,3.99787E+11,4.2316E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23969E+11,6.18356E+11,7.21586E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.8801E+12,1.85874E+12,1.8768E+12,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4317037205,5006678524,6204580553,7346801408,7755022039,9313466601,9283954675,11046305172,14384898865,17990295437,21357236498,20298926391,21089039143,20393062869,19745507272,20887976137,28198820545,33311262167,37094446767,38533620208,48420039148,48893254247,54914168296,51475991422,56072108210,67897982607,74364964645,81271998816,88175477593,96584809810,97331522066,1.05167E+11,1.23016E+11,1.5873E+11,1.86281E+11,2.02578E+11,2.22763E+11,2.59574E+11,2.64034E+11,2.25443E+11,2.09387E+11,2.26035E+11,2.10638E+11,2.17816E+11,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,6154739685,6706096865,7425389720,8447898398,9482344576,10588052396,13203457893,16346614632,25789290845,44331002246,48942018417,63626810883,74816947679,73033383216,86168280190,90041228622,97085719579,1.21527E+11,1.47223E+11,1.53067E+11,1.70673E+11,1.98775E+11,1.27852E+11,1.16306E+11,1.14003E+11,1.16035E+11,,,60088309491,67128216023,90829495171,1.10573E+11,1.05299E+11,1.02662E+11,1.04656E+11,1.01287E+11,1.15438E+11,1.16421E+11,1.3541E+11,1.63227E+11,1.92015E+11,2.22881E+11,2.86058E+11,3.55988E+11,3.62661E+11,4.22568E+11,5.28426E+11,5.02729E+11,3.68904E+11,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1831479819,1954399496,1978199396,2340239147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36627901762,49954890353,65141035028,88837727881,1.31612E+11,1.1166E+11,1.42815E+11,1.91177E+11,2.15838E+11,2.22879E+11,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,518902000.8,660321784.8,827213290,1137337705,1492743386,1386032934,1644755718,2175791292,2474614617,2811162827,3331325043,3441249878,3159121963,2724974072,2822006038,2939845038,3930518365,5438537481,6016168895,5588533007,6372905074,6807365897,6976080330,6126456175,6294803496,7018100153,7330965238,7422994706,8291725774,8742600398,8697298234,7922983043,8907207933,10969898924,13251434311,16286331747,16651492784,20428232684,16832076487,12115441517,12564705489,14042801904,13586213061,14619878414,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,3486954461,2596553912,2992170981,3405458502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712049,27435501837,26042767127,24122660959,29701444276,35476344266,43892480102,44599772802,52490325648,59170288070,65771216221,65925582473,74669718187,95984455767,1.051E+11,1.08472E+11,1.09819E+11,1.10795E+11,1.24895E+11,1.22941E+11,1.12974E+11,1.18673E+11,1.26571E+11,1.33959E+11,1.50986E+11,1.74968E+11,2.13126E+11,2.0579E+11,2.31674E+11,2.58217E+11,2.57622E+11,2.91357E+11,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.09255E+11,1.2012E+11,1.39956E+11,1.69084E+11,1.92278E+11,2.19382E+11,2.16512E+11,2.4819E+11,3.03554E+11,3.79302E+11,4.5983E+11,4.14976E+11,4.11671E+11,4.26865E+11,4.21899E+11,4.35705E+11,6.17003E+11,7.76293E+11,8.59052E+11,8.94752E+11,1.13809E+12,1.20072E+12,1.27196E+12,1.02607E+12,1.05908E+12,1.13177E+12,1.26635E+12,1.19865E+12,1.22458E+12,1.20818E+12,1.10401E+12,1.1237E+12,1.22518E+12,1.5145E+12,1.73552E+12,1.78628E+12,1.87298E+12,2.12718E+12,2.30731E+12,2.11115E+12,2.05536E+12,2.19634E+12,2.01327E+12,2.07131E+12,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,748043414.1,777727657,826706669,897948941.6,972159571.2,1096759516,1148014336,1083839096,1191239556,1404720459,1539862371,1875146657,1905861157,2375122421,2860442775,2966042882,3249733207,2644527877,2425064186,2679379401,2979027961,3293496303,3619262288,2373564501,2100239027,2754549678,3287007232,3828342820,4404938028,4592208212,4106205952,3535452386,4891215397,4938132518,5813471982,6527302708,7472532258,8742153397,8830909008,9008629729,9104515930,9718989517,9430236065,10173234921,11075778481,11903020644,12820055025,13676837630,12125023181,13230844040,14433926129,14794802081,14362262585,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535813,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928734,4344467193,5311188450,5606237931,6237650243,6727446669,6928359295,7244402975,7910621093,8147494329,8457923945,8972965061,9580161951,10193023726,11407566660,12582876895,15056937190,17110610000,21971835256,23818322918,26425379367,28840197019,31015239496,33678459200,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.85035E+12,5.33393E+12,4.70619E+12,4.32428E+12,3.91457E+12,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.93777E+12,4.90153E+12,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11,2.24415E+11,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,792959467.1,868111401.1,926589355.3,998759330.8,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12985991723,13147736954,14904504019,16095321631,18737895401,22504136042,27236739896,30465489796,30716343757,32440133261,34313315840,40264403585,44101114724,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2459876152,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605133551,7226295003,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,642857135.5,660000007.3,728571435.9,782857128.2,868571428.6,914285714.3,962857135.5,1065714249,978873268.5,718401145.1,969911437.6,505549460.1,702899173.6,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274424519,8639164917,10351829066,10401935532,11242266334,12829541141,14054443213,15249684397,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109627.28,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797290.48,49724297.12,48613286.35,56200272.83,57610627.71,67866425.46,69152456.24,67097398.61,70596128.71,67512714.52,63101272.37,72259045.96,90148518.06,102220914.8,106147384.5,104668674.7,123005089.6,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,29888888.36,34259258.65,39888888.18,47999999.15,56555554.56,59925924.87,59666665.61,70037035.8,77999998.62,94148146.49,108185183.3,126666664.4,143259256.7,159200364.6,164574444.5,181815558.3,198341104.6,221740748.7,230740736.7,245555551.2,275089909.1,287324365.9,305008729.1,416566954.4,455905601.7,478067954.1,461576906.5,497548516.5,536410666.4,629511777.7,684074062,734814814.8,708888888.9,692222222.2,728148148.1,731851851.9,742962963,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2357059045,2745939979,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98134E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.30455E+12,
Kosovo,KSV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3743116980,3918176308,4743437689,5771473142,5620572910,5740438192,6630214452,6445460830,6959638874,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,1828179057,1900970259,2071749620,2097199075,2391198945,2441598923,2662798826,2769198779,2873638822,3880392338,4450537866,5408804503,13006948809,12022811524,13132252303,14137407257,15503557923,24749064363,28638869294,25058021180,21577153433,20871081552,21700083143,21445970693,17903989900,22368703293,20690321183,24313856915,18427778571,11009955543,19858555905,23941392355,24848484745,27191687674,31492937201,30350433060,25946185994,30120888964,37718011469,34890773740,38138801497,47875837662,59440511982,80797945205,1.01561E+11,1.14722E+11,1.47402E+11,1.05911E+11,1.19935E+11,1.606E+11,1.83219E+11,,
Latin America & Caribbean (developing only),LAC,GDP (current US$),NY.GDP.MKTP.CD,76800855189,88557754389,88705824239,98827041306,1.07118E+11,1.17399E+11,1.20364E+11,1.30029E+11,1.45092E+11,1.57556E+11,1.74823E+11,1.98016E+11,2.58431E+11,3.43913E+11,3.7047E+11,4.10819E+11,4.49273E+11,5.09045E+11,6.01852E+11,7.12178E+11,8.213E+11,7.72159E+11,6.8619E+11,6.75027E+11,6.9729E+11,7.09344E+11,7.42549E+11,8.4295E+11,9.28662E+11,1.07913E+12,1.14285E+12,1.2342E+12,1.4431E+12,1.70255E+12,1.79436E+12,1.93957E+12,2.12173E+12,2.12684E+12,1.91448E+12,2.11914E+12,2.06359E+12,1.81207E+12,1.8615E+12,2.13293E+12,2.59124E+12,3.04245E+12,3.60695E+12,4.21094E+12,3.94852E+12,4.89294E+12,5.48296E+12,5.46747E+12,5.65489E+12,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666615,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735550177,3452895836,4222945530,5443930125,5832882922,7181441152,8254088067,9386913253,11141187664,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,183920944,191861808,200229616,218929096,229260776,244459452,261024284,276820652,306961824,323099728,341543056,368098032,386968288,486955024,577549312,596675728,673010608,717240448,814067872,854711504,846514496,863933152,823374944,848478336,851296080,840964416,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359599999,441800019.4,529064646.7,515000000,536000000,409000000,467000000,542000000,604028581.8,739026892.2,850040458.8,1155146230,1292696476,1537753885,1733828405,1950960138,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,30484399896,33896600871,28420321952,19842519685,24062500000,33384615385,44000000000,56484375000,71803278689,93167701863,62360446571,74755288917,34699395524,81873662519,75456402200,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588880.4,154503701,197088885.4,189166669.3,225777773.8,242385180.9,273977784.8,311511105.6,397192573.7,431470356.8,477996270.1,492029620.9,517566663.5,560811083.4,566370360.4,604411088.6,657529594.3,692507395.2,764457723.4,708290496.3,723027643.1,781338352.9,858255380.4,908558306.8,1018069267,1145555535,1184074074,1180000000,1252222222,1295925926,1318148148,1332222222,
Latin America & Caribbean (all income levels),LCN,GDP (current US$),NY.GDP.MKTP.CD,86168908590,99183747672,99489572925,1.10703E+11,1.19568E+11,1.31112E+11,1.34268E+11,1.44626E+11,1.61959E+11,1.76072E+11,1.96581E+11,2.2104E+11,2.89391E+11,3.75891E+11,3.94562E+11,4.3876E+11,4.83047E+11,5.47774E+11,6.51681E+11,7.76082E+11,8.93954E+11,8.3662E+11,7.42347E+11,7.32716E+11,7.53288E+11,7.67246E+11,8.0771E+11,9.15349E+11,1.00783E+12,1.16657E+12,1.23934E+12,1.3433E+12,1.55992E+12,1.83398E+12,1.94783E+12,2.10282E+12,2.30074E+12,2.31097E+12,2.09548E+12,2.31212E+12,2.25634E+12,1.99887E+12,2.05953E+12,2.36333E+12,2.85892E+12,3.35115E+12,3.94657E+12,4.57735E+12,4.29956E+12,5.30445E+12,5.94378E+12,5.94709E+12,6.15581E+12,
Latin America and the Caribbean,LCR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,1.15362E+11,1.15871E+11,1.15834E+11,1.08287E+11,1.08956E+11,1.18149E+11,1.28236E+11,1.41387E+11,1.44523E+11,1.46314E+11,1.52145E+11,1.56656E+11,1.38232E+11,1.39971E+11,1.30131E+11,1.48421E+11,1.58248E+11,1.67495E+11,1.68465E+11,1.70035E+11,1.93744E+11,1.85634E+11,2.00517E+11,2.24848E+11,2.62205E+11,3.06646E+11,3.57511E+11,4.39579E+11,5.4185E+11,5.36003E+11,5.98236E+11,6.74709E+11,7.15658E+11,7.75394E+11,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,22767431380,24706204032,29442897309,25418298155,29491169731,32484323694,32908541523,34286957113,38363411846,40007871588,42702817421,41647242084,50775712188,63983395564,80410931896,66893447434,74742463631,89577714513,99767028224,1.08543E+11,1.07869E+11,1.08747E+11,1.01893E+11,99748077431,1.04275E+11,1.12931E+11,1.19796E+11,1.29392E+11,1.29981E+11,1.38939E+11,1.40761E+11,1.29477E+11,1.27915E+11,1.18776E+11,1.36312E+11,1.52388E+11,1.58487E+11,1.62274E+11,1.61701E+11,1.7869E+11,1.6832E+11,1.76333E+11,1.93373E+11,2.1657E+11,2.41875E+11,2.65032E+11,3.11367E+11,3.68978E+11,3.93959E+11,4.27045E+11,4.74851E+11,5.26969E+11,5.74456E+11,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,90099360.77,104889797.8,124940284.9,165928854,193980461.9,246389070.1,272489354.1,303493105.4,436912093.1,503173087.2,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983791,1421508901,1484160640,1631176617,1673085623,1948128896,2428524750,2504013004,2298390584,2479698579,2664105901,2483890594,2491800559,2688617885,3070803431,3454374261,3658356378,3988775844,4602346923,4929414915,4826167676,,,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1454342131,1458609620,1241387714,1321840726,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224410,17102623876,18881765437,20662525941,24405791045,28267410543,32351184234,40715240469,42067974595,49567521670,59178013928,59393056426,67182015336,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,92326819392,94716514611,1.05733E+11,1.20411E+11,1.29225E+11,1.14914E+11,1.22146E+11,1.31196E+11,1.46363E+11,1.61756E+11,1.6848E+11,1.82585E+11,2.17097E+11,2.76227E+11,2.99742E+11,3.38059E+11,3.88871E+11,4.33729E+11,4.92289E+11,6.12096E+11,6.48491E+11,6.54864E+11,6.41077E+11,6.33519E+11,6.62492E+11,6.89437E+11,7.59012E+11,7.94756E+11,8.06294E+11,8.63416E+11,8.29778E+11,8.68763E+11,8.70906E+11,9.47037E+11,1.06236E+12,1.15882E+12,1.19649E+12,1.07503E+12,1.17208E+12,1.24071E+12,1.25335E+12,1.34649E+12,1.54263E+12,1.76845E+12,2.03992E+12,2.42611E+12,2.9964E+12,3.3328E+12,3.41033E+12,4.29907E+12,4.86388E+12,5.03481E+12,5.23487E+12,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2.80761E+11,2.93519E+11,3.15542E+11,3.51097E+11,3.87891E+11,4.01088E+11,4.11856E+11,4.35723E+11,4.87257E+11,5.33064E+11,5.74187E+11,6.4226E+11,8.12072E+11,1.03029E+12,1.13819E+12,1.22858E+12,1.38215E+12,1.50313E+12,1.77604E+12,2.0655E+12,2.24305E+12,2.223E+12,2.17521E+12,2.20021E+12,2.31694E+12,2.42611E+12,2.49439E+12,2.69398E+12,2.8673E+12,3.16564E+12,3.21416E+12,3.42039E+12,3.69606E+12,4.12797E+12,4.65156E+12,5.10147E+12,5.40898E+12,5.35981E+12,5.30161E+12,5.73772E+12,5.74939E+12,5.80983E+12,6.5178E+12,7.64126E+12,9.01931E+12,1.06106E+13,1.30714E+13,1.55773E+13,1.55423E+13,1.8837E+13,2.18645E+13,2.30606E+13,2.44847E+13,
