Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,151675739,166521240,172233430.7,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,1918970178,1769365439,2116003868,2540697538,2322719101,1949481381,2353909442,3219910666,2794259756,3019993723,3495868725,4648628839,6087002682,7731261169,8394688589,11859015181,9593536719,12007880067,14425606793,13677929162,14108139017,
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4552914126,4968598035,4838841458,5992169472,5790247619,5452762963,5727208180,5918467519,6405440200,7198373469,7820367893,8671371951,10315774588,12370045405,13098633902,15341403660,19470978268,23263511958,27940389361,33400712095,36388389129,38968019453,38729822782,38253120738,34894419525,34942483688,36373312083,39212545681,39540083646,40274204595,41239551378,49279585355,55802540101,81703496604,92507277798,97160111573,1.0666E+11,98443743191,86186156584,99886577576,98203544965,97933392356,94684582573,1.17075E+11,1.4652E+11,1.62774E+11,2.0752E+11,2.44057E+11,2.33822E+11,2.87018E+11,3.35415E+11,3.70328E+11,3.78148E+11,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,123505661.5,114271876.3,107089562.6,111519674,107489831.8,114490708.9,162487778.5,196433673.9,207476558.5,198733188.1,250030778.4,246823412.9,266191082.8,263568133.1,185761813.2,231896233.7,230495756.5,212099640.8,215394048.6,222580461.6,201899883.6,220115655.3,251162420.6,324470868.9,362420483.5,387036131.7,403179474.4,464948879.3,530131963.4,535199685.9,543376206.1,610372697.4,595898770.3,657300888.3,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253172,264308140.8,267448513.5,306891107.2,319827058.9,357160985.9,490417389.2,406580652.4,487148993.9,501979075.9,490608658.2,521910560.1,592416702.7,539227052.7,563024256.7,620974807.1,813963934.2,924318506.2,971976952.2,1107890815,1513934038,1789332788,1711816593,1664310632,1864823991,1757304419,1888123344,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,490324267.1,479181227.2,511902566.7,542578822.5,592981156.2,647305631.4,699456618.3,773841499.8,853630203.2,984830159.7,1077152887,1238251658,1528916175,1666544795,1960863536,2412555508,3072427125,3523208934,4035519472,4831447173,2623807083,2606621245,3976453955,4593908762,4796628462,5477895476,5841132961,6063759371,6866402028,7403457319,7162546761,8573611050,9638291587,10557530654,11722357067,11843228540,12828975924,14101753567,15796567138,15946443103,16403602943,16844378578,17517536016,18596365927,19964893807,22526464409,26321999607,29831167681,29382692643,36298327670,41237296807,45374788701,49621089476,
South Asia (IFC classification),CSA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2010807328,2120345745,2258228753,2429886846,2614400309,2834716263,3047396312,3031236448,3303911504,3646983578,3971866744,4595320687,5050458075,6535038897,7650579903,7874819952,9115305710,9329515062,10715529656,13198346194,14416121373,16021593669,16406832336,15572528850,15339714679,13910360575,14931365983,15805757981,16151256733,17581092345,17457961924,17177932542,17881237265,18982650149,20821836883,22680636420,25356788009,27847248295,29613300890,32260464990,33117733166,34929021600,37401879066,40740375081,46555084823,52432657467,58424589909,66695898389,56133912830,59344422860,63878728142,65276329430,66980836050,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806200000,62078610000,64328220000,68233900000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444041,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,489912509.3,576090037.8,734876187.3,964024738.8,1288699021,2154311328,2087496322,2159242371,2160364086,2278248930,2430411867,3090734455,3704813857,4278792562,4563482553,5591130222,5770197317,6912150473,6590291095,7425703907,9250142748,9346693022,8905554119,9553478738,9776223013,9314937556,9679304971,10557366162,13319544758,15816972051,16997801392,18435765910,21841815681,25321517504,23542650736,23132450331,24851264943,22766912960,21911444503,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39130979426,28688387778,33439461247,39263369286,45972833316,57787339864,64894609845,59463982355,63863336207,62165739783,58807244368,64375288107,78425201661,95292530753,1.13977E+11,1.30066E+11,1.48374E+11,1.80479E+11,2.25427E+11,1.97187E+11,1.98494E+11,2.16061E+11,1.96446E+11,1.9845E+11,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,2.0887E+11,2.41914E+11,2.90122E+11,3.85512E+11,4.30926E+11,4.74796E+11,5.02973E+11,5.8111E+11,7.16563E+11,8.5289E+11,9.19609E+11,7.74628E+11,7.51503E+11,7.45802E+11,7.017E+11,7.08884E+11,1.01248E+12,1.25626E+12,1.35599E+12,1.3538E+12,1.71447E+12,1.8086E+12,2.06437E+12,2.00745E+12,2.14801E+12,2.52286E+12,2.43696E+12,2.15723E+12,2.17817E+12,2.13105E+12,1.8864E+12,1.88089E+12,2.00659E+12,2.42381E+12,2.72634E+12,2.76625E+12,2.90275E+12,3.32381E+12,3.62369E+12,3.29822E+12,3.30444E+12,3.62811E+12,3.42596E+12,3.63482E+12,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,340989541.5,,373371753,395794554.2,409220103.3,452328105,462422016.6,478058323.6,466048487.5,491689240,497723980.1,494004667.1,502675561.7,514267889.4,536080169.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1198997305,1128611700,1239144502,1353632942,1456344495,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,36370369.73,45170369.57,44296295.51,59099998.96,66218517.35,72051850.58,79925924.51,89848146.56,98585183.44,112074072.1,126348145.9,143766658.2,153374077.3,166322225.2,180437033.9,191759261.8,200418509.1,215459267.3,224037021.2,236444440.3,245781477.1,258440730.3,267740736,324463833.2,330949849.7,326998081.3,340803912.9,366976849.4,361615917.8,382299140.4,412592592.6,452222222.2,482592592.6,475185185.2,491481481.5,495555555.6,504814814.8,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16590533333,18515546100,22591052336,29961815026,33346568442,39593296439,43676095947,48854777452,59296231821,69160805930,69709363190,60373978718,58937160962,59204811372,57714597455,61203805066,86365467804,1.07366E+11,1.13231E+11,1.10058E+11,1.35838E+11,1.36694E+11,1.50195E+11,1.40627E+11,1.53593E+11,1.81984E+11,1.84436E+11,1.70435E+11,1.73653E+11,1.73945E+11,1.60083E+11,1.60476E+11,1.73881E+11,2.12622E+11,2.44728E+11,2.57676E+11,2.74377E+11,3.11418E+11,3.43881E+11,3.10545E+11,3.12949E+11,3.33744E+11,3.15164E+11,3.30614E+11,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,654100160,824099968,940799872,1025599872,888099968,983900032,1034800000,1079100032,1230499968,1485400064,1666400000,1987299968,2344699904,2925600000,3599300096,3951399936,4587100160,4774400000,5498800128,6631000064,7266999808,7964000256,8622000128,10330399744,5044579959,6122128260,5827050853,5374300248,6686592727,7073674722,9724379020,11277694537,12976408000,14511134921,16358496124,18131813001,19593449903,21171235998,21709041189,23996656676,24894907435,26570402719,21268012747,22163928097,33969724872,35965041793,41320673508,45796187338,46484962937,50980167048,55433248935,58920504571,60613625980,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2434766866,2001460839,2703004010,2909340115,3136284385,3039859268,3370870461,3852147113,4257253358,4863487557,5077222330,6761786484,8715106129,13209713770,15557934473,17728348385,20971901063,26364491675,33243421339,42345276288,44348670724,45207090668,48801372228,53698280323,57937867717,63696299985,66742269090,59089065517,55631488294,62045098370,45715368144,48003297249,49946456681,42542573602,41764054035,46941496308,48177861891,48187780126,48640613515,54790058957,54744716706,56760288962,67863832648,85324997370,1.03199E+11,1.17027E+11,1.34978E+11,1.71E+11,1.37212E+11,1.61207E+11,1.99071E+11,2.04331E+11,2.10183E+11,
East Asia & Pacific (developing only),EAP,GDP (current US$),NY.GDP.MKTP.CD,70821712727,64896659538,69791868474,80979169668,94499200968,1.03396E+11,1.00272E+11,1.01271E+11,1.13718E+11,1.26742E+11,1.36024E+11,1.54225E+11,1.94561E+11,2.20069E+11,2.4729E+11,2.51467E+11,2.9092E+11,2.82665E+11,3.27838E+11,3.79723E+11,4.06403E+11,4.2359E+11,4.43586E+11,4.79697E+11,5.24515E+11,5.2089E+11,5.14143E+11,5.74844E+11,6.22719E+11,6.68349E+11,7.28285E+11,8.14356E+11,8.7824E+11,1.05874E+12,1.30832E+12,1.5028E+12,1.5576E+12,1.42358E+12,1.56369E+12,1.72333E+12,1.8348E+12,2.02838E+12,2.29133E+12,2.65712E+12,3.07199E+12,3.69341E+12,4.66378E+12,5.89588E+12,6.36025E+12,7.62885E+12,9.29325E+12,1.0331E+13,1.1413E+13,
East Asia & Pacific (all income levels),EAS,GDP (current US$),NY.GDP.MKTP.CD,1.54126E+11,1.57638E+11,1.75317E+11,2.01543E+11,2.24356E+11,2.50783E+11,2.71862E+11,2.99624E+11,3.45134E+11,4.04164E+11,4.49006E+11,5.57076E+11,7.34714E+11,8.46323E+11,9.2672E+11,1.01899E+12,1.2151E+12,1.53317E+12,1.66635E+12,1.80212E+12,1.99132E+12,1.94797E+12,2.06567E+12,2.21365E+12,2.34502E+12,3.05491E+12,3.57212E+12,4.30196E+12,4.50508E+12,4.71613E+12,5.30937E+12,5.79395E+12,6.48642E+12,7.23938E+12,8.17573E+12,7.86038E+12,7.55059E+12,6.727E+12,7.50983E+12,8.10765E+12,7.53935E+12,7.66497E+12,8.42745E+12,9.45136E+12,1.00595E+13,1.06754E+13,1.19559E+13,1.3786E+13,1.41625E+13,1.64399E+13,1.89912E+13,2.02746E+13,2.04803E+13,
Europe & Central Asia (developing only),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35922E+11,3.55231E+11,3.88948E+11,4.45678E+11,4.1794E+11,4.08155E+11,4.2111E+11,3.55178E+11,4.05006E+11,4.13875E+11,4.3263E+11,5.13475E+11,4.71905E+11,4.77573E+11,4.34129E+11,5.07144E+11,6.44496E+11,8.21848E+11,1.00612E+12,1.1605E+12,1.46967E+12,1.75114E+12,1.45616E+12,1.6473E+12,1.84081E+12,1.86768E+12,1.98369E+12,
Europe & Central Asia (all income levels),ECS,GDP (current US$),NY.GDP.MKTP.CD,4.68971E+11,5.12718E+11,5.65381E+11,6.26114E+11,6.81331E+11,7.40191E+11,7.96381E+11,8.30585E+11,9.11994E+11,9.95641E+11,1.12401E+12,1.34842E+12,1.71609E+12,1.93945E+12,2.27172E+12,2.36358E+12,2.67443E+12,3.2731E+12,3.98711E+12,4.50391E+12,4.00673E+12,3.86231E+12,3.74416E+12,3.59802E+12,3.72221E+12,5.0498E+12,6.19738E+12,6.88771E+12,7.04494E+12,8.57859E+12,8.83276E+12,9.469E+12,8.70615E+12,9.12039E+12,1.04397E+13,1.06383E+13,1.00848E+13,1.03312E+13,1.02163E+13,9.61104E+12,9.71435E+12,1.0634E+13,1.29694E+13,1.51237E+13,1.61094E+13,1.7439E+13,2.03951E+13,2.24035E+13,1.96761E+13,2.01819E+13,2.22354E+13,2.13566E+13,2.22666E+13,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,979108815.6,958598183,1038389646,1156150862,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988184456,18093864475,18938326276,22708204405,24432379906,25225872274,28161471483,27981319125,19644866963,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,67513698000,76769729000,84039856000,90023493747,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,5111620995,5339520809,5579168494,6109112180,6861743625,7682492054,8266003518,8763960987,9616725511,9015166924,11437965433,13360477195,14636028524,14849909083,18150000949,22912499712,23405404412,25592366135,28137368590,30642873686,34689560502,35880262453,40507934104,35044633281,39648442465,43130415154,36970555122,41855483504,46578631213,51897983716,60159244485,67629717780,78436575744,84828807270,90710703939,99838540997,97632008051,87850680573,82923680622,78845185709,89685724889,1.07484E+11,1.30478E+11,1.62818E+11,1.88984E+11,2.18888E+11,2.36001E+11,2.62832E+11,2.71973E+11,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.70019E+11,2.9965E+11,3.3616E+11,3.73885E+11,4.07983E+11,4.44892E+11,4.8328E+11,5.18091E+11,5.72341E+11,6.24022E+11,7.0717E+11,8.54619E+11,1.11025E+12,1.2564E+12,1.45881E+12,1.52285E+12,1.733E+12,2.12097E+12,2.56742E+12,2.87519E+12,2.49834E+12,2.41812E+12,2.35918E+12,2.2628E+12,2.32462E+12,3.26266E+12,4.03444E+12,4.43754E+12,4.53262E+12,5.69904E+12,5.91905E+12,6.5258E+12,5.97636E+12,6.32166E+12,7.30003E+12,7.38082E+12,6.73826E+12,6.91588E+12,6.87814E+12,6.2635E+12,6.35572E+12,6.9166E+12,8.53969E+12,9.78509E+12,1.01586E+13,1.07767E+13,1.23978E+13,1.35766E+13,1.24195E+13,1.21655E+13,1.31288E+13,1.2213E+13,1.27497E+13,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531688311.7,578015625,693535954.2,686494476.1,745526149.5,688921325.7,706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098425900,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480,3444097561,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,39765398987,45223331438,57361606634,76284548324,94360988998,1.1134E+11,1.14958E+11,1.28483E+11,1.5579E+11,2.08175E+11,2.25796E+11,1.96735E+11,1.90127E+11,1.65832E+11,1.66949E+11,1.75379E+11,2.43795E+11,3.09203E+11,3.64896E+11,4.02337E+11,5.20491E+11,5.59882E+11,6.12022E+11,5.09351E+11,5.14674E+11,5.96204E+11,6.22064E+11,5.72485E+11,6.00652E+11,6.17582E+11,5.80345E+11,6.08856E+11,6.86296E+11,8.8384E+11,1.04461E+12,1.1308E+12,1.23635E+12,1.44143E+12,1.59342E+12,1.45434E+12,1.38484E+12,1.45453E+12,1.32248E+12,1.35826E+12,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3879409237,3985667569,4354623243,4730959334,5050369696,5598277904,5705363339,5675697575,6240147810,7324390332,9845187817,12031396467,13905561150,16798498860,21993674015,23781549758,19406617022,19033475893,22542967739,22376042498,24476537986,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,7190767302,7566543117,8411070986,7948125858,9307312851,9668371823,10334550109,10709191552,11266475310,11952306257,13217387675,10300890065,8669071081,6801044147,7523672045,8391423399,8431951046,7675000360,7559865039,8091384891,8080496318,7707034813,8465744001,9945571030,12173919387,15000803171,19346646117,26571320718,31843357840,29385611867,31367606700,42805215879,46869297571,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,3.9906E+11,4.35943E+11,4.8025E+11,5.32227E+11,5.79602E+11,6.28305E+11,6.75159E+11,7.01757E+11,7.70856E+11,8.45695E+11,9.5595E+11,1.14513E+12,1.45447E+12,1.63388E+12,1.91127E+12,1.9811E+12,2.24403E+12,2.74564E+12,3.34728E+12,3.81756E+12,3.37587E+12,3.25062E+12,3.1486E+12,3.0226E+12,3.12252E+12,4.25455E+12,5.22564E+12,5.81852E+12,5.94415E+12,7.33373E+12,7.59712E+12,8.27003E+12,7.54396E+12,8.03089E+12,9.23728E+12,9.42704E+12,8.88811E+12,9.19827E+12,9.19016E+12,8.5241E+12,8.62589E+12,9.408E+12,1.14707E+13,1.32461E+13,1.38515E+13,1.47717E+13,1.70821E+13,1.83768E+13,1.64107E+13,1.63409E+13,1.7671E+13,1.66443E+13,1.73527E+13,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47919E+11,1.51016E+11,1.4478E+11,1.43339E+11,1.26541E+11,1.34065E+11,1.43225E+11,1.53997E+11,1.49867E+11,1.55568E+11,1.85889E+11,1.70451E+11,1.69568E+11,1.90967E+11,2.26739E+11,2.75263E+11,3.3112E+11,4.17731E+11,5.33586E+11,4.70482E+11,5.56568E+11,5.9253E+11,6.73388E+11,7.05743E+11,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11222537751,12378521928,14567968587,19240941960,24553503032,29122353321,31470995538,33101667404,35825270758,43936803541,53007650622,51791127032,52177130875,50285012810,52118124258,54979854183,72319962468,90045989449,1.07183E+11,1.16795E+11,1.38884E+11,1.25301E+11,1.10171E+11,87346726345,1.00631E+11,1.30806E+11,1.28308E+11,1.22987E+11,1.29763E+11,1.30323E+11,1.21794E+11,1.24643E+11,1.35184E+11,1.64256E+11,1.89065E+11,1.95778E+11,2.07949E+11,2.46128E+11,2.71974E+11,2.39383E+11,2.36706E+11,2.62379E+11,2.47143E+11,2.56842E+11,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,116993977.8,122912941.2,129461581.5,140040154.3,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963354.3,558589870.9,684268314.9,694552425.1,719533150.2,829239489.8,1019743927,1202567355,1235899836,1194015410,1123107241,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3103099942,3405050612,3629936625,2925499821,3225095136,3753485389,4035420973,4027913544,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,68346741504,76313782252,85551113767,94906593388,1.02161E+11,1.10597E+11,1.19466E+11,1.29847E+11,1.40725E+11,1.46441E+11,1.63696E+11,2.00954E+11,2.61475E+11,2.82165E+11,3.556E+11,3.67269E+11,4.0539E+11,5.00065E+11,6.05023E+11,6.90323E+11,6.05221E+11,5.74594E+11,5.50344E+11,5.21686E+11,5.43485E+11,7.58519E+11,9.17896E+11,1.00116E+12,1.00701E+12,1.24416E+12,1.24541E+12,1.37297E+12,1.297E+12,1.36801E+12,1.57206E+12,1.57277E+12,1.42149E+12,1.46887E+12,1.45643E+12,1.32633E+12,1.3383E+12,1.45203E+12,1.79222E+12,2.05568E+12,2.13656E+12,2.25571E+12,2.58239E+12,2.8318E+12,2.61969E+12,2.56504E+12,2.78221E+12,2.61122E+12,2.73495E+12,
Faeroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730894295,1970135199,2278229880,2412859693,2198138372,,,,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103587.1,218845723.3,206900332.3,219646199.6,220660503.9,233226322.8,240051900,241543395.8,244990983.6,239563310.4,249845592.6,252991205,255890836.4,261339642.4,277510922.8,294117230.5,310287519.3,326160960.8,335000000,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,167637907.5,182796536.6,154480244.4,215679855.2,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662991794,5067865503,4712849280,4931503836,6054883172,7178135606,8665736618,9545982814,11570860872,15685389827,12031268402,14569527125,18796191833,17843815459,19343506599,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,76694360636,80601939635,85443766670,93387598814,1.00596E+11,1.07091E+11,1.11185E+11,1.04703E+11,1.12677E+11,1.24795E+11,1.41173E+11,1.622E+11,1.83043E+11,1.97728E+11,2.36425E+11,2.27155E+11,2.56549E+11,3.25123E+11,4.22477E+11,5.4191E+11,5.1503E+11,4.90957E+11,4.65677E+11,4.38831E+11,4.64268E+11,5.70432E+11,7.00547E+11,8.51138E+11,8.59414E+11,1.01931E+12,1.06646E+12,1.10623E+12,9.96807E+11,1.08003E+12,1.18068E+12,1.24183E+12,1.38412E+12,1.47776E+12,1.51817E+12,1.49363E+12,1.48515E+12,1.6209E+12,1.87514E+12,2.22082E+12,2.32136E+12,2.48301E+12,2.85708E+12,2.6878E+12,2.208E+12,2.29552E+12,2.46248E+12,2.46177E+12,2.52138E+12,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7737994864,6337314652,3691110628,2701180604,2513870709,2693731880,3094915506,3510540844,3613500142,2800024342,3057453461,3219487823,3395778661,3991374540,5125273877,6411147323,7761900179,10172260738,12799337250,10766836277,11638536862,14434619972,15846484588,16126548034,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1302394180,1382515654,1541077734,1731576345,2054023258,2126860962,1747536190,1667105562,1961756427,2215322843,2417591968,2112593380,2465633787,2894472084,2810106288,2765339025,3189542912,3662495575,4020227804,4445228031,4222441904,4035994542,4057275047,4412279889,4504342092,5727602711,5074830092,5197840964,5251764396,5889175898,6603131296,6416079583,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10731883141,20410239313,24757608488,28528016511,25978563316,32174210793,39564970070,41740897827,47928717949,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588375984,3461282190,2995360969,2833442750,2949637039,3446442219,3666349049,2937072009,2821346684,4134173271,4515824643,4609923720,4735956476,5067360041,5651088170,6192819667,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,44212088.42,46695008.77,41160065.83,45168072.25,52296083.65,55728655.8,59160575.51,75187768.35,95796033.66,115179737.7,112190820.8,138093125.5,171833061.6,207112675.1,241083133.6,218767700.4,216050529.6,213448602.1,177340913.1,225726357.9,185646984.5,220626480.9,266672204.9,284120333.2,317083688.7,690311097,714254262.5,755040938.5,746493959.2,785999882.1,848239400.9,803633366.3,840285268.9,814724059.8,782913866.1,687410628.6,578235309.8,487038678.2,578785600.6,624173996.3,655068112.3,798869805.1,965771303,900629373,951805801.4,898282865.9,914109100.3,914293769.4,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,78733538.81,78540000,87702857.14,89374185.14,98775303.64,108985752.2,112386559.1,114971282.2,122666792.3,118537824.8,110653830.7,154731919.8,165523638.9,163577519.3,138478894.6,143856252.4,130225023.3,173836364.4,164458118.2,213143017.5,243961995,257150572.5,226313492.8,236880814.1,235619994.8,253966919.8,270419779.4,268551010.9,206457553.4,224446652.1,361858968.1,384270399.6,406669723.4,465414408,522651787.7,572853553.5,578517348.9,690721769.2,842890956.1,832530156.8,835390893,967762548.7,822320637.8,858651121.4,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,9122751.679,10840095.29,12712471.29,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.87,36731422.86,44294647.62,44442456.99,50320914.27,62118569.99,76407395.96,93345859.26,100534657,88265974.87,112119411.7,110906028.5,134707183.8,136047905.9,100807002.6,141853360.9,232463022.7,442337870.3,370687634.7,621117853.4,1045998534,1461139008,1806742733,2484745876,4410764261,6915849240,8081982438,10197937673,15419096232,9380412630,11586407487,15715842151,16486743747,15573546339,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,12529700164,13914172676,16101411779,21310100431,24174092501,27201244888,29706226952,34496353623,42214471903,51951955865,54190721022,49915745059,52081750123,47133593429,45790167014,45600241867,53761550998,62604100112,72720009820,75492750071,93345420412,1.00261E+11,1.10828E+11,1.03756E+11,1.11187E+11,1.30522E+11,1.38029E+11,1.34653E+11,1.35274E+11,1.33187E+11,1.24418E+11,1.29842E+11,1.4605E+11,1.9285E+11,2.2795E+11,2.40076E+11,2.61713E+11,3.05432E+11,3.41594E+11,3.21016E+11,2.94223E+11,2.89887E+11,2.48424E+11,2.41721E+11,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,53322221.28,67548146.96,78314813.43,83614813.34,87888887.34,95229627.95,101211115.2,110100004,128211102.9,144011114.5,167229626.7,184533330.1,213066662.9,221070360.5,241570366.1,250914816.3,250259243,261777773.2,276296291.4,294651846.6,304940747.2,340814808.8,379629397.7,523256354.9,523279846.4,544381961.6,596339088.7,600014340.6,700431791.3,704762535.9,758888875.5,825925911.3,771481467.9,771111097.5,778518504.8,801481467.3,834074059.3,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,69520029.27,88570999.35,106101302.5,140153753.7,169918944.1,211192463.7,240779415.7,282269773,355987428.4,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,,,,,
